Customer_ID,Name,Age,SSN,Occupation,snapshot_date,age_band,has_valid_ssn
CUS_0x1044,Maki Shirakip,44.0,#F%$D@*&8,NA,2023-06-01,35-44,0
CUS_0x104e,Kentaros,50.0,837-93-5062,Teacher,2023-06-01,45-54,1
CUS_0x105c,Lopezz,,998-18-7252,Journalist,2023-06-01,55+,1
CUS_0x10ee,Hudsonb,30.0,699-80-2426,Journalist,2023-06-01,25-34,1
CUS_0x1136,Stevenk,22.0,894-06-9872,Entrepreneur,2023-06-01,18-24,1
CUS_0x1154,Jessica Wohlp,41.0,848-35-0776,Developer,2023-06-01,35-44,1
CUS_0x1156,Angela Moonq,25.0,877-50-9125,Entrepreneur,2023-06-01,25-34,1
CUS_0x119e,Rodrigol,38.0,498-27-0676,Mechanic,2023-06-01,35-44,1
CUS_0x128e,Leikam,19.0,827-28-8015,Mechanic,2023-06-01,18-24,1
CUS_0x1319,Casey Sullivany,47.0,#F%$D@*&8,Media_Manager,2023-06-01,45-54,0
CUS_0x1329,Richarda,50.0,525-33-6734,Entrepreneur,2023-06-01,45-54,1
CUS_0x142f,Langey,54.0,158-89-2902,Mechanic,2023-06-01,45-54,1
CUS_0x145c,Lewis Krauskopfu,,448-30-5081,Writer,2023-06-01,55+,1
CUS_0x149e,Daveq,35.0,760-87-5470,Media_Manager,2023-06-01,35-44,1
CUS_0x14ca,Bosellip,29.0,348-82-9499,Teacher,2023-06-01,25-34,1
CUS_0x157a,Ben Klaymani,16.0,103-88-8332,Media_Manager,2023-06-01,18-24,1
CUS_0x1585,Kazunori Takadax,22.0,168-46-0002,Media_Manager,2023-06-01,18-24,1
CUS_0x1664,Noelv,30.0,415-68-9816,Developer,2023-06-01,25-34,1
CUS_0x166c,Longstrethl,41.0,422-62-7783,NA,2023-06-01,35-44,1
CUS_0x1698,Rosenp,19.0,622-91-3070,Media_Manager,2023-06-01,18-24,1
CUS_0x16a2,Liana B.g,24.0,073-14-2342,Musician,2023-06-01,18-24,1
CUS_0x16d9,Matt Scuffhamw,41.0,931-50-1049,Writer,2023-06-01,35-44,1
CUS_0x1766,raden Reddalld,14.0,751-67-7414,Teacher,2023-06-01,18-24,1
CUS_0x17e0,Silvia Antonioliq,31.0,739-05-3714,Lawyer,2023-06-01,25-34,1
CUS_0x17ef,Chucky,21.0,339-70-9719,Journalist,2023-06-01,18-24,1
CUS_0x17fe,Santaa,30.0,770-45-7126,Developer,2023-06-01,25-34,1
CUS_0x1810,Mangank,36.0,759-35-3427,Developer,2023-06-01,35-44,1
CUS_0x18c5,Gabriel Debenedettio,38.0,383-85-3208,Lawyer,2023-06-01,35-44,1
CUS_0x18c6,Christopherm,42.0,719-44-4102,Engineer,2023-06-01,35-44,1
CUS_0x1972,Alistairp,30.0,888-62-8786,Engineer,2023-06-01,25-34,1
CUS_0x199a,Robin Emmottw,25.0,047-50-4290,Musician,2023-06-01,25-34,1
CUS_0x1a2a,arani Krishnanm,26.0,227-46-3036,Architect,2023-06-01,25-34,1
CUS_0x1a2f,Lorrainey,54.0,894-09-8608,Journalist,2023-06-01,45-54,1
CUS_0x1a4a,Paul Taylorj,41.0,759-42-2499,Developer,2023-06-01,35-44,1
CUS_0x1aa4,Michelle Sierrae,42.0,404-72-1681,Doctor,2023-06-01,35-44,1
CUS_0x1aee,Klaymanp,26.0,065-68-6043,Accountant,2023-06-01,25-34,1
CUS_0x1bbb,Carrick Mollenkampj,26.0,571-52-6747,Musician,2023-06-01,25-34,1
CUS_0x1c1a,Jason Sublerv,38.0,049-65-5834,Accountant,2023-06-01,35-44,1
CUS_0x1c99,Andreas Rinken,26.0,118-02-3131,Engineer,2023-06-01,25-34,1
CUS_0x1ca9,David Ingramd,30.0,044-46-7121,Manager,2023-06-01,25-34,1
CUS_0x1cdb,Deepaa,21.0,615-06-7821,Developer,2023-06-01,18-24,1
CUS_0x1d6f,Polansekj,18.0,197-05-2509,NA,2023-06-01,18-24,1
CUS_0x1db0,Victorial,27.0,428-05-7900,NA,2023-06-01,25-34,1
CUS_0x1dc2,Mari Saitox,46.0,358-95-7684,Engineer,2023-06-01,45-54,1
CUS_0x1de3,Leskep,,541-79-1548,Lawyer,2023-06-01,55+,1
CUS_0x1e52,Scuffhamt,24.0,767-28-6057,Media_Manager,2023-06-01,18-24,1
CUS_0x1e70,Alexh,17.0,772-58-9547,Manager,2023-06-01,18-24,1
CUS_0x1e91,Karen Freifeldn,49.0,360-54-9119,Media_Manager,2023-06-01,45-54,1
CUS_0x1e95,Yuns,19.0,540-71-5162,Developer,2023-06-01,18-24,1
CUS_0x1ec4,Alister Bullb,32.0,715-13-3421,Lawyer,2023-06-01,25-34,1
CUS_0x1f96,Johno,25.0,613-68-3100,Architect,2023-06-01,25-34,1
CUS_0x2224,Andreasi,44.0,855-02-9559,Entrepreneur,2023-06-01,35-44,1
CUS_0x224f,Harneyb,29.0,855-61-7132,NA,2023-06-01,25-34,1
CUS_0x225e,Subhadip Sircarq,18.0,693-40-9693,Architect,2023-06-01,18-24,1
CUS_0x22f4,Bernie Woodalle,42.0,116-88-7276,Teacher,2023-06-01,35-44,1
CUS_0x2301,Katyaj,44.0,206-55-6571,Doctor,2023-06-01,35-44,1
CUS_0x2312,A.b,51.0,308-25-6929,Manager,2023-06-01,45-54,1
CUS_0x23a6,Valetkevitchm,38.0,564-11-2906,Doctor,2023-06-01,35-44,1
CUS_0x23b0,Kevinl,39.0,040-53-8435,Scientist,2023-06-01,35-44,1
CUS_0x242b,Andreas Framkep,25.0,019-61-1691,Architect,2023-06-01,25-34,1
CUS_0x245d,Dhanyag,27.0,251-17-0514,Scientist,2023-06-01,25-34,1
CUS_0x2479,Skariachanr,44.0,#F%$D@*&8,Musician,2023-06-01,35-44,0
CUS_0x250b,Grantz,28.0,919-44-2707,Accountant,2023-06-01,25-34,1
CUS_0x25a4,Richwinew,31.0,199-39-7712,Entrepreneur,2023-06-01,25-34,1
CUS_0x25a5,Nick Browns,39.0,139-55-0544,NA,2023-06-01,35-44,1
CUS_0x25ae,George Georgiopoulosp,30.0,320-44-1842,Engineer,2023-06-01,25-34,1
CUS_0x2611,arani Krishnanl,37.0,976-05-5978,Architect,2023-06-01,35-44,1
CUS_0x2617,Adrian Croftk,38.0,048-98-3271,Architect,2023-06-01,35-44,1
CUS_0x2618,Michaelr,48.0,#F%$D@*&8,Scientist,2023-06-01,45-54,0
CUS_0x26d7,Christina Finchera,49.0,253-33-8522,Developer,2023-06-01,45-54,1
CUS_0x26ea,Goldsteins,30.0,303-83-2504,Mechanic,2023-06-01,25-34,1
CUS_0x275c,Ayeshas,44.0,525-44-6888,Media_Manager,2023-06-01,35-44,1
CUS_0x2794,Karenc,26.0,457-70-4452,Developer,2023-06-01,25-34,1
CUS_0x27a4,Herbst-Baylissf,40.0,#F%$D@*&8,Manager,2023-06-01,35-44,0
CUS_0x2822,Herbst-Baylissy,53.0,579-02-1738,NA,2023-06-01,45-54,1
CUS_0x298e,Alistairm,35.0,196-66-1954,Musician,2023-06-01,35-44,1
CUS_0x2997,Ferreira-Marquesl,20.0,012-07-2943,Journalist,2023-06-01,18-24,1
CUS_0x2a60,Alan Wheatleye,31.0,564-00-4532,Entrepreneur,2023-06-01,25-34,1
CUS_0x2ab3,Steveng,16.0,928-63-7229,Musician,2023-06-01,18-24,1
CUS_0x2b6e,Chris Petersm,33.0,698-26-2985,Doctor,2023-06-01,25-34,1
CUS_0x2b76,Bremerg,37.0,413-67-3802,Developer,2023-06-01,35-44,1
CUS_0x2bec,Tom Polansekd,22.0,306-30-1135,Lawyer,2023-06-01,18-24,1
CUS_0x2c13,Nick Edwardsl,27.0,071-83-5848,Media_Manager,2023-06-01,25-34,1
CUS_0x2c22,Kathyk,28.0,758-25-2296,Entrepreneur,2023-06-01,25-34,1
CUS_0x2c32,Karen Brettellh,37.0,329-04-9809,Mechanic,2023-06-01,35-44,1
CUS_0x2cdf,Makhovskyj,34.0,219-75-5334,Writer,2023-06-01,25-34,1
CUS_0x2d3a,Edw,34.0,767-72-8687,Engineer,2023-06-01,25-34,1
CUS_0x2e0f,Neha Dasguptau,49.0,023-04-9631,Doctor,2023-06-01,45-54,1
CUS_0x2e43,Laurence Frosth,40.0,965-75-3593,Journalist,2023-06-01,35-44,1
CUS_0x2f8c,Lynchw,54.0,923-76-3008,Architect,2023-06-01,45-54,1
CUS_0x2fb8,Nia Williamsb,27.0,140-99-0200,Engineer,2023-06-01,25-34,1
CUS_0x3102,Ryan Vlastelicad,42.0,124-41-1150,Manager,2023-06-01,35-44,1
CUS_0x3105,Adegokej,39.0,358-01-3272,Manager,2023-06-01,35-44,1
CUS_0x3169,Bilbyy,45.0,292-18-7679,Scientist,2023-06-01,45-54,1
CUS_0x31eb,Breidthardtv,51.0,439-99-0001,Teacher,2023-06-01,45-54,1
CUS_0x32e4,Scheyderg,47.0,470-50-6712,Musician,2023-06-01,45-54,1
