Customer_ID,Name,Age,SSN,Occupation,snapshot_date,age_band,has_valid_ssn
CUS_0x1075,Dorfmanv,39.0,225-94-8383,Manager,2024-05-01,35-44,1
CUS_0x1185,Groverj,25.0,238-50-2115,Accountant,2024-05-01,25-34,1
CUS_0x1190,Toonkelc,45.0,#F%$D@*&8,Media_Manager,2024-05-01,45-54,0
CUS_0x122f,Donovang,,179-85-5358,Media_Manager,2024-05-01,55+,1
CUS_0x1233,Tetsushi Kajimotox,51.0,816-01-8282,Entrepreneur,2024-05-01,45-54,1
CUS_0x1236,Felsenthalq,25.0,144-88-9752,Scientist,2024-05-01,25-34,1
CUS_0x1249,Soyoung Kimm,32.0,851-75-4209,Teacher,2024-05-01,25-34,1
CUS_0x125c,Luciae,35.0,298-95-1359,Manager,2024-05-01,35-44,1
CUS_0x128f,David Gaffenk,32.0,015-60-0619,Teacher,2024-05-01,25-34,1
CUS_0x131f,Silke Koltrowitzl,46.0,006-11-7238,Developer,2024-05-01,45-54,1
CUS_0x133b,Bernard Vaughanz,33.0,072-54-2150,Lawyer,2024-05-01,25-34,1
CUS_0x1382,Olesya Dmitracovaq,45.0,#F%$D@*&8,Entrepreneur,2024-05-01,45-54,0
CUS_0x148e,N.o,45.0,942-00-5565,Accountant,2024-05-01,45-54,1
CUS_0x150b,Pete Sweeneyw,21.0,459-49-6464,Entrepreneur,2024-05-01,18-24,1
CUS_0x15a7,Philippy,22.0,755-77-1230,Mechanic,2024-05-01,18-24,1
CUS_0x15b4,Virkid,23.0,648-00-4817,Musician,2024-05-01,18-24,1
CUS_0x15dd,Annq,,794-51-3706,Architect,2024-05-01,55+,1
CUS_0x162f,"""""""OLeary""""""""k""""""",35.0,170-70-1371,Engineer,2024-05-01,35-44,1
CUS_0x1631,Karen Jacobsy,45.0,453-64-2565,Mechanic,2024-05-01,45-54,1
CUS_0x17e5,Alison Griswoldo,27.0,175-33-5803,Scientist,2024-05-01,25-34,1
CUS_0x19c1,Mattq,43.0,246-36-9292,Teacher,2024-05-01,35-44,1
CUS_0x1a22,Hoytb,29.0,570-38-5531,Developer,2024-05-01,25-34,1
CUS_0x1a5c,Jedb,40.0,691-48-1115,NA,2024-05-01,35-44,1
CUS_0x1b55,Matthew Robinsonp,41.0,468-81-7192,Lawyer,2024-05-01,35-44,1
CUS_0x1b62,Huffstutterh,24.0,564-56-0485,Developer,2024-05-01,18-24,1
CUS_0x1cb8,Antoniolil,53.0,550-64-9594,Mechanic,2024-05-01,45-54,1
CUS_0x1ce6,Gertrude Chavez-Dreyfussy,34.0,006-25-8423,Journalist,2024-05-01,25-34,1
CUS_0x1d28,Mutikanim,22.0,075-04-2227,Entrepreneur,2024-05-01,18-24,1
CUS_0x1dab,Jonathan Stempeld,30.0,#F%$D@*&8,Writer,2024-05-01,25-34,0
CUS_0x1dac,Dhanya Skariachanr,29.0,235-35-8527,Mechanic,2024-05-01,25-34,1
CUS_0x1dc4,Doeringr,42.0,809-45-0364,Journalist,2024-05-01,35-44,1
CUS_0x1e76,Ransdello,20.0,600-30-3371,Musician,2024-05-01,18-24,1
CUS_0x1e84,Suev,49.0,000-08-1349,Media_Manager,2024-05-01,45-54,1
CUS_0x1ea8,Deepaz,30.0,686-34-7861,Teacher,2024-05-01,25-34,1
CUS_0x1f46,Emily Kaiserq,49.0,361-05-2128,Lawyer,2024-05-01,45-54,1
CUS_0x1f64,Piersonq,41.0,477-78-7314,Accountant,2024-05-01,35-44,1
CUS_0x1f70,ewich Noelf,55.0,976-79-4462,Scientist,2024-05-01,55+,1
CUS_0x1fbe,Barrg,29.0,325-49-4807,Writer,2024-05-01,25-34,1
CUS_0x1fd1,Marcin Goettigd,32.0,005-25-5327,Writer,2024-05-01,25-34,1
CUS_0x2004,Henning Gloysteinb,27.0,925-81-5909,Entrepreneur,2024-05-01,25-34,1
CUS_0x2009,er Huebnerp,41.0,572-47-1898,Doctor,2024-05-01,35-44,1
CUS_0x2040,David Jonesv,24.0,420-67-6873,Entrepreneur,2024-05-01,18-24,1
CUS_0x20a1,Luciana Lopezw,23.0,212-13-0498,Manager,2024-05-01,18-24,1
CUS_0x218e,Richardu,15.0,687-39-9703,Accountant,2024-05-01,18-24,1
CUS_0x21c8,Aditi Shrivastavau,45.0,074-08-0931,Engineer,2024-05-01,45-54,1
CUS_0x2205,Raymondy,18.0,668-83-2820,Manager,2024-05-01,18-24,1
CUS_0x22b7,Gellert,41.0,366-16-4398,Doctor,2024-05-01,35-44,1
CUS_0x22e5,Foo Yund,50.0,253-38-4576,Mechanic,2024-05-01,45-54,1
CUS_0x2306,George Georgiopoulosh,54.0,260-24-2546,Teacher,2024-05-01,45-54,1
CUS_0x230a,Lashx,48.0,902-99-6202,NA,2024-05-01,45-54,1
CUS_0x23e5,Liana B.t,15.0,788-23-1545,NA,2024-05-01,18-24,1
CUS_0x240e,Lukex,37.0,944-76-1544,Writer,2024-05-01,35-44,1
CUS_0x2452,Juccak,17.0,144-82-6902,NA,2024-05-01,18-24,1
CUS_0x246a,Frenchx,41.0,300-96-4100,Mechanic,2024-05-01,35-44,1
CUS_0x2472,Bradenl,54.0,530-80-8025,Teacher,2024-05-01,45-54,1
CUS_0x2477,Jasone,27.0,931-19-6828,NA,2024-05-01,25-34,1
CUS_0x24f6,Vlastelicaw,27.0,557-51-8001,Manager,2024-05-01,25-34,1
CUS_0x258c,Rhys Joness,56.0,653-75-3150,Journalist,2024-05-01,55+,1
CUS_0x25f6,Nishant Kumard,15.0,781-55-7343,Mechanic,2024-05-01,18-24,1
CUS_0x25f8,Wilchinsc,15.0,309-78-5676,NA,2024-05-01,18-24,1
CUS_0x260b,Angela Moonn,15.0,858-17-9511,Doctor,2024-05-01,18-24,1
CUS_0x26f2,Margaret Chadbournt,39.0,893-10-4881,Media_Manager,2024-05-01,35-44,1
CUS_0x26f5,Angelan,36.0,452-24-7475,Writer,2024-05-01,35-44,1
CUS_0x2703,Maltezouc,38.0,188-67-4231,Doctor,2024-05-01,35-44,1
CUS_0x2811,Paul Lienertz,35.0,470-38-8761,Architect,2024-05-01,35-44,1
CUS_0x289b,Krista Hughest,39.0,543-28-4296,NA,2024-05-01,35-44,1
CUS_0x28a6,Davidc,49.0,695-78-8170,Writer,2024-05-01,45-54,1
CUS_0x290b,Emmottk,29.0,833-02-7565,Scientist,2024-05-01,25-34,1
CUS_0x2916,LaCaprax,43.0,794-99-9113,Mechanic,2024-05-01,35-44,1
CUS_0x291b,Kubotad,29.0,711-53-7330,Lawyer,2024-05-01,25-34,1
CUS_0x2984,Dhanyay,19.0,044-39-3966,Lawyer,2024-05-01,18-24,1
CUS_0x29e7,Anna Drivery,18.0,987-86-2554,NA,2024-05-01,18-24,1
CUS_0x29fd,Steven C.g,29.0,165-17-6571,Developer,2024-05-01,25-34,1
CUS_0x29ff,Herbert Lashz,52.0,145-67-9263,Musician,2024-05-01,45-54,1
CUS_0x2a57,Meganx,20.0,274-80-1161,Engineer,2024-05-01,18-24,1
CUS_0x2be1,Aradhana Aravindanz,32.0,463-18-6967,Media_Manager,2024-05-01,25-34,1
CUS_0x2c10,Erin Geigerm,32.0,561-72-0012,Engineer,2024-05-01,25-34,1
CUS_0x2c75,Takadaw,27.0,#F%$D@*&8,Accountant,2024-05-01,25-34,0
CUS_0x2d1a,Gavin Jonesa,53.0,174-58-5556,Musician,2024-05-01,45-54,1
CUS_0x2e01,Stq,29.0,639-31-4177,Writer,2024-05-01,25-34,1
CUS_0x2e4c,Karen Freifeldg,20.0,354-71-3215,Lawyer,2024-05-01,18-24,1
CUS_0x2e65,Felipe Iturrietae,21.0,236-72-3822,Architect,2024-05-01,18-24,1
CUS_0x2e8a,Lefteriss,52.0,807-46-9616,Lawyer,2024-05-01,45-54,1
CUS_0x2e9e,Dan Wilchinsr,50.0,450-66-5479,Developer,2024-05-01,45-54,1
CUS_0x2ebb,Johns,49.0,293-19-6593,Developer,2024-05-01,45-54,1
CUS_0x2f78,Emilyj,50.0,#F%$D@*&8,Entrepreneur,2024-05-01,45-54,0
CUS_0x302f,Alistair Barri,30.0,971-08-8220,Accountant,2024-05-01,25-34,1
CUS_0x315f,Vladimird,54.0,940-94-4342,Mechanic,2024-05-01,45-54,1
CUS_0x31e0,Chrisx,42.0,404-17-9909,Media_Manager,2024-05-01,35-44,1
CUS_0x3229,Poornima Guptaz,38.0,297-70-4360,Writer,2024-05-01,35-44,1
CUS_0x32a9,Yara Bayoumyd,23.0,708-76-8725,Manager,2024-05-01,18-24,1
CUS_0x32ce,Nate Raymondd,31.0,153-11-6855,Accountant,2024-05-01,25-34,1
CUS_0x331a,Clare Baldwinr,,708-93-5779,Developer,2024-05-01,55+,1
CUS_0x3385,Anna Yukhananovy,26.0,#F%$D@*&8,Mechanic,2024-05-01,25-34,0
CUS_0x3678,Alistair Barrv,16.0,018-45-4860,Entrepreneur,2024-05-01,18-24,1
CUS_0x3716,Bartv,55.0,979-93-9286,Musician,2024-05-01,55+,1
CUS_0x37be,Grantl,23.0,137-14-1045,Writer,2024-05-01,18-24,1
CUS_0x386c,Helen Nyambura-Mwaurar,23.0,810-66-9223,Media_Manager,2024-05-01,18-24,1
CUS_0x387b,Thomas Ferraroy,17.0,845-39-5956,Developer,2024-05-01,18-24,1
CUS_0x38c4,Yooq,35.0,381-41-6439,Doctor,2024-05-01,35-44,1
CUS_0x399d,Nick Olivaris,26.0,276-27-5074,Developer,2024-05-01,25-34,1
CUS_0x39a0,Guillaumeo,33.0,365-78-5880,Scientist,2024-05-01,25-34,1
CUS_0x39ce,C.l,25.0,988-45-2984,Media_Manager,2024-05-01,25-34,1
CUS_0x39d8,Clareu,32.0,741-13-7939,Writer,2024-05-01,25-34,1
CUS_0x3b60,Skariachanx,44.0,279-38-5027,Mechanic,2024-05-01,35-44,1
CUS_0x3bba,LaCapram,40.0,625-83-8662,Musician,2024-05-01,35-44,1
CUS_0x3cb6,Davenportj,34.0,918-41-4565,Musician,2024-05-01,25-34,1
CUS_0x3d09,Richai,43.0,676-69-6112,Media_Manager,2024-05-01,35-44,1
CUS_0x3d7e,Lisaa,36.0,809-41-5393,NA,2024-05-01,35-44,1
CUS_0x3de4,Sarah Whitep,41.0,885-56-1293,Musician,2024-05-01,35-44,1
CUS_0x3def,Atossa Araxiao,44.0,684-00-2977,Media_Manager,2024-05-01,35-44,1
CUS_0x3e67,ernard Vaughann,45.0,483-97-0045,Doctor,2024-05-01,45-54,1
CUS_0x3e83,Svea Herbst-Baylissg,35.0,661-87-8665,Architect,2024-05-01,35-44,1
CUS_0x3e92,Thank,22.0,199-63-4034,Entrepreneur,2024-05-01,18-24,1
CUS_0x3ed1,Santah,48.0,263-56-4879,Engineer,2024-05-01,45-54,1
CUS_0x3ee5,Wayne Coleq,,696-07-6139,Doctor,2024-05-01,55+,1
CUS_0x3f37,Peterp,45.0,966-71-9349,Architect,2024-05-01,45-54,1
CUS_0x3f47,Ridleyc,35.0,393-00-8916,Musician,2024-05-01,35-44,1
CUS_0x4157,Charlie Zhur,24.0,070-19-1622,Doctor,2024-05-01,18-24,1
CUS_0x419a,Doug Palmerh,40.0,589-09-3413,Mechanic,2024-05-01,35-44,1
CUS_0x41e3,Padraicc,16.0,705-56-7312,Doctor,2024-05-01,18-24,1
CUS_0x424f,Patrickj,33.0,352-32-4006,Developer,2024-05-01,25-34,1
CUS_0x4279,Berkowitzk,41.0,590-25-4528,Architect,2024-05-01,35-44,1
CUS_0x42a5,Kathy Finnc,45.0,013-16-5858,Manager,2024-05-01,45-54,1
CUS_0x42c3,Carolinez,,668-97-7763,Entrepreneur,2024-05-01,55+,1
CUS_0x4357,Koh Guia,29.0,652-71-9457,Architect,2024-05-01,25-34,1
CUS_0x43a4,Marius Zahariaw,32.0,601-08-1884,Doctor,2024-05-01,25-34,1
CUS_0x4425,Andreasy,15.0,821-88-7412,Doctor,2024-05-01,18-24,1
CUS_0x4427,Rebekahi,20.0,701-15-5918,Engineer,2024-05-01,18-24,1
CUS_0x442b,Evag,48.0,710-88-0178,Scientist,2024-05-01,45-54,1
CUS_0x44b4,Herbert Lasha,50.0,400-93-6626,Entrepreneur,2024-05-01,45-54,1
CUS_0x44ec,raden Reddallv,28.0,856-69-9384,Doctor,2024-05-01,25-34,1
CUS_0x453d,Kevin Yaob,25.0,376-01-8404,Journalist,2024-05-01,25-34,1
CUS_0x4577,asil Katzh,29.0,709-02-4843,Writer,2024-05-01,25-34,1
CUS_0x457e,Flitterq,54.0,656-83-9494,Journalist,2024-05-01,45-54,1
CUS_0x45de,LaCaprat,33.0,331-45-2626,Engineer,2024-05-01,25-34,1
CUS_0x45ef,Patrick Temple-Westt,28.0,687-19-9885,Journalist,2024-05-01,25-34,1
CUS_0x45f7,Cheez,26.0,#F%$D@*&8,Entrepreneur,2024-05-01,25-34,0
CUS_0x4683,Rodrigow,37.0,056-47-2213,Developer,2024-05-01,35-44,1
CUS_0x468b,Olivia Orank,40.0,483-58-2227,Mechanic,2024-05-01,35-44,1
CUS_0x4815,Berginl,32.0,981-51-2801,NA,2024-05-01,25-34,1
CUS_0x4838,Rodrigom,21.0,082-10-7518,Musician,2024-05-01,18-24,1
CUS_0x485e,Edwardo,22.0,550-38-9232,Scientist,2024-05-01,18-24,1
CUS_0x48ab,Edward Taylorp,26.0,274-03-2463,Doctor,2024-05-01,25-34,1
CUS_0x48cb,Rod Nickelm,32.0,091-85-5634,Mechanic,2024-05-01,25-34,1
CUS_0x48e5,Foo Yuny,46.0,195-08-6361,Accountant,2024-05-01,45-54,1
CUS_0x48fd,Liana B.i,20.0,030-92-1952,Scientist,2024-05-01,18-24,1
CUS_0x4916,Jim Finkler,35.0,270-26-6300,Engineer,2024-05-01,35-44,1
CUS_0x49d9,Emmottr,29.0,558-06-8197,Developer,2024-05-01,25-34,1
CUS_0x4a3b,Ronald Grovers,21.0,589-89-6617,NA,2024-05-01,18-24,1
CUS_0x4aa7,Edward Taylorc,44.0,743-52-7188,Scientist,2024-05-01,35-44,1
CUS_0x4aee,Polansekl,39.0,795-12-4901,Architect,2024-05-01,35-44,1
CUS_0x4b1c,Barrf,49.0,579-85-2474,Architect,2024-05-01,45-54,1
