Customer_ID,Name,Age,SSN,Occupation,snapshot_date,age_band,has_valid_ssn
CUS_0x107e,Lianaj,15.0,463-69-6790,Architect,2024-11-01,18-24,1
CUS_0x10b3,Johnsona,48.0,293-45-3004,Mechanic,2024-11-01,45-54,1
CUS_0x10df,Paritosh Bansalo,27.0,279-20-3097,Musician,2024-11-01,25-34,1
CUS_0x10e7,Carewj,,094-89-6380,NA,2024-11-01,55+,1
CUS_0x1144,Douwet,42.0,720-70-0565,Doctor,2024-11-01,35-44,1
CUS_0x1152,Gellerv,29.0,330-02-2598,Accountant,2024-11-01,25-34,1
CUS_0x11ae,Xiaoyi Shaou,22.0,032-97-5902,Architect,2024-11-01,18-24,1
CUS_0x1231,James Reganc,39.0,780-20-7811,Journalist,2024-11-01,35-44,1
CUS_0x126d,Brownj,36.0,047-21-1235,Architect,2024-11-01,35-44,1
CUS_0x127d,McCoolg,43.0,829-08-2773,Doctor,2024-11-01,35-44,1
CUS_0x1298,Melg,49.0,779-78-0153,Lawyer,2024-11-01,45-54,1
CUS_0x12a4,Thomas Ferraroz,24.0,694-31-4893,Mechanic,2024-11-01,18-24,1
CUS_0x138d,"""""""ODonnell""""""""d""""""",39.0,568-44-1961,Mechanic,2024-11-01,35-44,1
CUS_0x13fb,Umeshc,22.0,995-80-1416,Doctor,2024-11-01,18-24,1
CUS_0x1535,Reganv,22.0,600-38-3364,Musician,2024-11-01,18-24,1
CUS_0x1551,Kyle Petersonm,28.0,210-96-9043,Entrepreneur,2024-11-01,25-34,1
CUS_0x158e,Rodrigoo,34.0,208-03-8186,Writer,2024-11-01,25-34,1
CUS_0x15a9,Petery,39.0,827-07-8942,Writer,2024-11-01,35-44,1
CUS_0x174b,Mutikanic,30.0,942-42-9612,Writer,2024-11-01,25-34,1
CUS_0x178d,Luciad,50.0,646-17-2843,Scientist,2024-11-01,45-54,1
CUS_0x1799,Raymondk,47.0,069-90-4166,Mechanic,2024-11-01,45-54,1
CUS_0x1835,Jeffrey Hellerw,18.0,013-26-5726,Doctor,2024-11-01,18-24,1
CUS_0x1837,Kazunori Takadab,36.0,600-87-2067,Musician,2024-11-01,35-44,1
