Customer_ID,Name,Age,SSN,Occupation,snapshot_date,age_band,has_valid_ssn
CUS_0x103e,Tim Kellyf,40.0,155-72-8070,Scientist,2024-12-01,35-44,1
CUS_0x1195,Alexk,31.0,822-48-3629,Manager,2024-12-01,25-34,1
CUS_0x1197,Nayako,28.0,799-23-8283,NA,2024-12-01,25-34,1
CUS_0x11e2,Valetkevitchr,34.0,809-04-1419,Musician,2024-12-01,25-34,1
CUS_0x11ec,William Schombergh,34.0,417-74-2163,Journalist,2024-12-01,25-34,1
CUS_0x1234,Carrickn,24.0,101-01-2307,Musician,2024-12-01,18-24,1
CUS_0x1354,N.p,24.0,432-99-3925,Entrepreneur,2024-12-01,18-24,1
CUS_0x137d,Frencho,33.0,193-22-4579,Media_Manager,2024-12-01,25-34,1
CUS_0x1437,Emilyb,46.0,865-46-7860,Scientist,2024-12-01,45-54,1
CUS_0x143d,Joneso,27.0,797-30-1627,Scientist,2024-12-01,25-34,1
CUS_0x144d,Dokoupill,23.0,269-66-4319,Mechanic,2024-12-01,18-24,1
CUS_0x1458,Harro Tenk,,222-55-6808,Developer,2024-12-01,55+,1
CUS_0x14f4,Richardc,23.0,870-88-0893,Developer,2024-12-01,18-24,1
CUS_0x151b,Allison Martelln,,224-45-3294,Journalist,2024-12-01,55+,1
CUS_0x1542,James Regans,43.0,946-39-9629,Engineer,2024-12-01,35-44,1
CUS_0x1563,Scottc,16.0,303-54-9202,Developer,2024-12-01,18-24,1
CUS_0x15df,Whiteb,29.0,472-10-4696,Manager,2024-12-01,25-34,1
CUS_0x1613,Anna Driveru,33.0,572-19-1320,Accountant,2024-12-01,25-34,1
CUS_0x164f,McCrankk,31.0,810-03-9800,Architect,2024-12-01,25-34,1
CUS_0x1765,Harryw,32.0,966-30-5287,Engineer,2024-12-01,25-34,1
CUS_0x17d7,Polansekz,41.0,768-24-1090,Scientist,2024-12-01,35-44,1
CUS_0x1833,Wolfc,49.0,277-68-3924,Architect,2024-12-01,45-54,1
CUS_0x1852,Temple-Wests,39.0,350-44-7688,Architect,2024-12-01,35-44,1
CUS_0x18bc,Lauraq,41.0,653-29-6403,Engineer,2024-12-01,35-44,1
CUS_0x18ca,Seetharamank,46.0,#F%$D@*&8,Engineer,2024-12-01,45-54,0
CUS_0x18fd,Ferreira-Marquest,43.0,885-14-1406,NA,2024-12-01,35-44,1
CUS_0x1948,Jonathan Cablew,,914-66-3208,Accountant,2024-12-01,55+,1
CUS_0x19a0,Jacobsg,39.0,564-87-3414,Scientist,2024-12-01,35-44,1
CUS_0x1a00,Mendoncai,30.0,407-05-1951,Manager,2024-12-01,25-34,1
CUS_0x1a61,Stempelw,19.0,958-80-8887,Manager,2024-12-01,18-24,1
CUS_0x1bde,en Hirschlere,36.0,027-51-8010,Manager,2024-12-01,35-44,1
CUS_0x1be8,Patrick Temple-Westu,,441-92-5827,Scientist,2024-12-01,55+,1
CUS_0x1c0c,Danielz,51.0,781-56-5753,Developer,2024-12-01,45-54,1
CUS_0x1c3b,Alexei Anishchukq,39.0,596-35-8824,Media_Manager,2024-12-01,35-44,1
CUS_0x1c71,Chiangz,28.0,829-66-3146,NA,2024-12-01,25-34,1
CUS_0x1ca5,Pav Jordanw,28.0,562-57-6213,Writer,2024-12-01,25-34,1
CUS_0x1d00,Herbert Lashd,44.0,185-89-0354,Teacher,2024-12-01,35-44,1
CUS_0x1d63,Natec,18.0,836-01-6064,Entrepreneur,2024-12-01,18-24,1
CUS_0x1e17,Stecklowz,21.0,912-22-4304,Media_Manager,2024-12-01,18-24,1
CUS_0x1e18,Ernestr,50.0,692-56-4864,Doctor,2024-12-01,45-54,1
CUS_0x1eb6,Jonathan Stempelt,35.0,459-21-0411,Mechanic,2024-12-01,35-44,1
CUS_0x1f57,Alister Bulld,45.0,679-39-8293,Lawyer,2024-12-01,45-54,1
CUS_0x1ffd,Carey Gillamg,43.0,806-33-9100,Architect,2024-12-01,35-44,1
CUS_0x200a,Danielv,24.0,965-49-0710,Manager,2024-12-01,18-24,1
CUS_0x204b,Nius,31.0,893-44-1748,Mechanic,2024-12-01,25-34,1
CUS_0x2076,Ernesta,26.0,486-13-8771,Manager,2024-12-01,25-34,1
CUS_0x209a,Giseldaz,20.0,472-99-1273,Architect,2024-12-01,18-24,1
CUS_0x20dc,Pascaleb,28.0,285-71-9431,Media_Manager,2024-12-01,25-34,1
CUS_0x20de,McCoolb,40.0,446-11-4496,NA,2024-12-01,35-44,1
CUS_0x20f1,Angelaw,22.0,741-54-1843,Journalist,2024-12-01,18-24,1
CUS_0x21a7,Estellei,28.0,240-74-6989,Musician,2024-12-01,25-34,1
CUS_0x21af,Kwokm,42.0,461-23-8801,Musician,2024-12-01,35-44,1
CUS_0x22ac,Rahulm,18.0,217-36-2323,Accountant,2024-12-01,18-24,1
