Customer_ID,Name,Age,SSN,Occupation,snapshot_date,age_band,has_valid_ssn
CUS_0x102d,Neil Chatterjeex,31.0,692-71-7552,Entrepreneur,2024-01-01,25-34,1
CUS_0x1051,Lucia Mutikanin,42.0,232-33-7638,Engineer,2024-01-01,35-44,1
CUS_0x1269,Chadbournk,22.0,755-70-8952,Manager,2024-01-01,18-24,1
CUS_0x1290,Pattanaikb,31.0,922-15-4739,Architect,2024-01-01,25-34,1
CUS_0x12d1,Hirschlers,41.0,618-45-3370,Accountant,2024-01-01,35-44,1
CUS_0x12d5,ita Bosed,28.0,518-01-2262,Scientist,2024-01-01,25-34,1
CUS_0x133e,Carews,41.0,914-49-0079,Entrepreneur,2024-01-01,35-44,1
CUS_0x1383,Niklasb,19.0,000-58-0568,Developer,2024-01-01,18-24,1
CUS_0x143c,Kumar Singhj,35.0,422-18-4190,Accountant,2024-01-01,35-44,1
CUS_0x14d0,Huwk,22.0,271-41-2506,Musician,2024-01-01,18-24,1
CUS_0x150d,Costa Markl,38.0,868-87-6401,Writer,2024-01-01,35-44,1
CUS_0x1550,Scuffhamm,38.0,#F%$D@*&8,Musician,2024-01-01,35-44,0
CUS_0x1589,Olivia Oranw,36.0,618-91-2082,Doctor,2024-01-01,35-44,1
CUS_0x1668,Emily Stephensonm,30.0,371-79-8484,Scientist,2024-01-01,25-34,1
CUS_0x167a,Soyoung Kimt,44.0,851-45-6853,NA,2024-01-01,35-44,1
CUS_0x1688,Kerberl,39.0,741-04-8469,Architect,2024-01-01,35-44,1
CUS_0x1718,Hyunjoo Jinh,43.0,047-16-1543,Architect,2024-01-01,35-44,1
CUS_0x1758,Miaq,22.0,322-65-4078,Lawyer,2024-01-01,18-24,1
CUS_0x1764,Ross Kerberf,26.0,807-84-4440,Engineer,2024-01-01,25-34,1
CUS_0x17e3,Jasonb,30.0,#F%$D@*&8,Media_Manager,2024-01-01,25-34,0
CUS_0x18cb,Alistair Barrt,41.0,171-38-6810,Media_Manager,2024-01-01,35-44,1
CUS_0x1942,Jeffsd,28.0,508-88-3060,Developer,2024-01-01,25-34,1
CUS_0x198e,Janw,23.0,128-90-0444,Teacher,2024-01-01,18-24,1
CUS_0x19a7,Forgioner,34.0,#F%$D@*&8,Musician,2024-01-01,25-34,0
CUS_0x19b5,Jan Strupczewskip,52.0,331-73-1353,Mechanic,2024-01-01,45-54,1
CUS_0x1b09,Scheyderu,40.0,507-03-3969,Entrepreneur,2024-01-01,35-44,1
CUS_0x1bff,Anjuli Daviest,38.0,057-88-5600,Accountant,2024-01-01,35-44,1
CUS_0x1c12,Alwyn Scottm,20.0,644-02-4671,Musician,2024-01-01,18-24,1
CUS_0x1c1f,Andreas Cremerz,19.0,547-35-1825,Writer,2024-01-01,18-24,1
CUS_0x1c7e,Aruna Viswanathaf,30.0,972-18-0008,Teacher,2024-01-01,25-34,1
CUS_0x1cc4,Xinc,47.0,541-42-6554,Lawyer,2024-01-01,45-54,1
CUS_0x1cce,Tomh,32.0,573-65-2004,Entrepreneur,2024-01-01,25-34,1
CUS_0x1d1b,Araxiac,20.0,566-75-8198,Manager,2024-01-01,18-24,1
CUS_0x1d33,Christiaan Hetznern,40.0,697-07-9858,Journalist,2024-01-01,35-44,1
CUS_0x1d9a,Koranyic,17.0,986-27-1625,Lawyer,2024-01-01,18-24,1
CUS_0x1e2d,Hepherd,55.0,028-71-5831,Media_Manager,2024-01-01,55+,1
CUS_0x1e72,Jonathan Stempelb,36.0,895-93-2668,Architect,2024-01-01,35-44,1
CUS_0x1eee,Gardnerp,34.0,513-08-1791,Teacher,2024-01-01,25-34,1
CUS_0x1efd,Oreskovicq,16.0,966-55-9007,Teacher,2024-01-01,18-24,1
CUS_0x1f43,Anna Driveri,45.0,428-62-5470,Lawyer,2024-01-01,45-54,1
CUS_0x1f74,Khettiya Jittapongc,19.0,588-75-5901,Architect,2024-01-01,18-24,1
CUS_0x1feb,Gregu,47.0,098-21-5869,Engineer,2024-01-01,45-54,1
CUS_0x2005,Muriel Bosellit,43.0,671-03-2737,Doctor,2024-01-01,35-44,1
CUS_0x2059,Am ay,48.0,#F%$D@*&8,Journalist,2024-01-01,45-54,0
CUS_0x2095,Victoria Bryane,20.0,774-74-4749,Entrepreneur,2024-01-01,18-24,1
CUS_0x20ff,Gerry Shihg,37.0,816-89-5174,Doctor,2024-01-01,35-44,1
CUS_0x211a,Williamv,20.0,371-22-9085,Writer,2024-01-01,18-24,1
CUS_0x211f,Ryanz,30.0,#F%$D@*&8,Doctor,2024-01-01,25-34,0
CUS_0x214c,Rene Wagnerl,40.0,551-77-8269,Musician,2024-01-01,35-44,1
CUS_0x2189,Shalal-Esao,25.0,529-93-5266,Writer,2024-01-01,25-34,1
CUS_0x2311,Stempelf,24.0,983-35-3664,Lawyer,2024-01-01,18-24,1
CUS_0x237b,Andrew Osbornc,28.0,185-41-6589,Musician,2024-01-01,25-34,1
CUS_0x239e,Ann Saphirs,35.0,867-85-4862,Musician,2024-01-01,35-44,1
CUS_0x2416,Noahn,32.0,651-23-3051,Manager,2024-01-01,25-34,1
CUS_0x242e,Deepa Seetharamanm,44.0,056-99-1422,Teacher,2024-01-01,35-44,1
CUS_0x2444,Benn,19.0,983-43-5441,Teacher,2024-01-01,18-24,1
CUS_0x247c,Sn,48.0,478-48-3295,Developer,2024-01-01,45-54,1
CUS_0x2499,Kevinv,55.0,672-40-8326,Mechanic,2024-01-01,55+,1
CUS_0x24d9,Jason Langeg,17.0,522-84-7788,Architect,2024-01-01,18-24,1
CUS_0x2547,Kaiserh,35.0,716-36-6138,Lawyer,2024-01-01,35-44,1
CUS_0x25ca,Virkip,40.0,#F%$D@*&8,Doctor,2024-01-01,35-44,0
CUS_0x2767,Krisztinaq,44.0,749-94-3595,Media_Manager,2024-01-01,35-44,1
CUS_0x27c2,Gilles Guillaumev,15.0,534-04-9143,Teacher,2024-01-01,18-24,1
CUS_0x286c,Alan Wheatleyx,45.0,637-19-7311,Engineer,2024-01-01,45-54,1
CUS_0x2954,Praveen Menoni,45.0,988-44-7575,Musician,2024-01-01,45-54,1
CUS_0x2982,Matt Scuffhamw,36.0,325-12-7594,Journalist,2024-01-01,35-44,1
CUS_0x2a06,Jedf,41.0,263-17-4432,Mechanic,2024-01-01,35-44,1
CUS_0x2a23,Palmerj,19.0,119-60-6278,NA,2024-01-01,18-24,1
CUS_0x2a70,John McCrankp,45.0,777-80-3212,Journalist,2024-01-01,45-54,1
CUS_0x2a75,Ashley Laui,43.0,079-38-0782,Teacher,2024-01-01,35-44,1
CUS_0x2a8b,Thomasm,46.0,441-09-7559,Architect,2024-01-01,45-54,1
CUS_0x2af3,Carstenn,23.0,105-65-3952,Mechanic,2024-01-01,18-24,1
CUS_0x2b05,Matthewi,30.0,554-77-6020,Entrepreneur,2024-01-01,25-34,1
CUS_0x2b52,Laynem,,140-37-8162,Doctor,2024-01-01,55+,1
CUS_0x2b59,Paulb,26.0,708-52-5954,Accountant,2024-01-01,25-34,1
CUS_0x2bed,Lambertg,25.0,630-87-7057,Accountant,2024-01-01,25-34,1
CUS_0x2bfc,Nickb,27.0,335-49-3815,Entrepreneur,2024-01-01,25-34,1
CUS_0x2c08,Jennifer Abland,31.0,918-15-6457,Manager,2024-01-01,25-34,1
CUS_0x2d14,Katharinar,36.0,086-99-1836,Writer,2024-01-01,35-44,1
CUS_0x2e16,Freifeldd,24.0,293-57-4895,Journalist,2024-01-01,18-24,1
CUS_0x2e1a,Karen Freifeldy,40.0,982-30-1908,Architect,2024-01-01,35-44,1
CUS_0x2e8d,Valentina Zaz,32.0,026-76-5731,Manager,2024-01-01,25-34,1
CUS_0x2ee4,Sue Zeidlerr,39.0,896-59-5635,Manager,2024-01-01,35-44,1
CUS_0x2fa7,Scottd,28.0,440-12-8308,Developer,2024-01-01,25-34,1
CUS_0x2fc5,Estelle Shirboni,27.0,113-07-0267,Engineer,2024-01-01,25-34,1
CUS_0x2ff7,LaCapra Arunac,38.0,796-41-0821,Accountant,2024-01-01,35-44,1
CUS_0x303a,Marianna Parragac,56.0,784-81-5355,Architect,2024-01-01,55+,1
CUS_0x305c,Sven Egenterv,30.0,979-78-2250,Teacher,2024-01-01,25-34,1
CUS_0x3082,Stevenb,38.0,806-23-0871,Mechanic,2024-01-01,35-44,1
CUS_0x308d,Valetkevitchu,46.0,754-40-2219,Lawyer,2024-01-01,45-54,1
CUS_0x3101,Moonb,14.0,731-31-7428,Musician,2024-01-01,18-24,1
CUS_0x3127,Sarahj,19.0,051-95-4107,Accountant,2024-01-01,18-24,1
CUS_0x3161,Kirstin Ridleyh,21.0,226-02-8399,Lawyer,2024-01-01,18-24,1
CUS_0x3187,Jan Schwartze,40.0,024-52-4439,Architect,2024-01-01,35-44,1
CUS_0x31b8,Leika Kiharaf,30.0,585-66-1321,Manager,2024-01-01,25-34,1
