Customer_ID,Name,Age,SSN,Occupation,snapshot_date,age_band,has_valid_ssn
CUS_0x1037,Matthewm,45.0,230-22-9583,Accountant,2023-01-01,45-54,1
CUS_0x1069,Andreas Cremero,32.0,761-27-5143,Accountant,2023-01-01,25-34,1
CUS_0x114a,Valetkevitchu,43.0,133-89-5234,Developer,2023-01-01,35-44,1
CUS_0x1184,Cohenq,49.0,963-76-2464,Lawyer,2023-01-01,45-54,1
CUS_0x1297,Edwardsz,46.0,#F%$D@*&8,Manager,2023-01-01,45-54,0
CUS_0x12fb,Jeb Blountz,35.0,006-29-8039,Doctor,2023-01-01,35-44,1
CUS_0x1325,Philipz,27.0,918-42-0845,Accountant,2023-01-01,25-34,1
CUS_0x1341,Zhuk,47.0,155-02-9593,Mechanic,2023-01-01,45-54,1
CUS_0x1375,Stanley Whitev,15.0,841-27-0645,Lawyer,2023-01-01,18-24,1
CUS_0x13a8,Baileyz,41.0,918-56-2439,Journalist,2023-01-01,35-44,1
CUS_0x13ef,Lukey,52.0,767-08-2746,Media_Manager,2023-01-01,45-54,1
CUS_0x1440,Jinq,19.0,807-69-2993,Teacher,2023-01-01,18-24,1
CUS_0x1443,Saeed Azharq,31.0,557-52-9177,Lawyer,2023-01-01,25-34,1
CUS_0x145a,Oreskovicb,29.0,648-17-9617,Lawyer,2023-01-01,25-34,1
CUS_0x1492,en Hirschlerw,36.0,612-31-0459,Teacher,2023-01-01,35-44,1
CUS_0x153d,Saraht,20.0,365-79-1629,Accountant,2023-01-01,18-24,1
CUS_0x1567,Tetsushik,31.0,675-44-1792,Entrepreneur,2023-01-01,25-34,1
CUS_0x15ad,Peterl,27.0,357-70-0085,Mechanic,2023-01-01,25-34,1
CUS_0x1630,Laurence Fletchery,35.0,638-52-4307,Writer,2023-01-01,35-44,1
CUS_0x169c,Kevin Grayy,46.0,329-30-2891,Developer,2023-01-01,45-54,1
CUS_0x169d,Jonathanl,20.0,282-18-9852,Musician,2023-01-01,18-24,1
CUS_0x16f4,Forgionez,37.0,#F%$D@*&8,Media_Manager,2023-01-01,35-44,0
CUS_0x1733,Jonathan Cablec,29.0,055-42-9873,Entrepreneur,2023-01-01,25-34,1
CUS_0x17c7,Philu,53.0,302-01-7301,Engineer,2023-01-01,45-54,1
CUS_0x181e,Robert Robertssonf,36.0,949-56-8430,Doctor,2023-01-01,35-44,1
