Customer_ID,Name,Age,SSN,Occupation,snapshot_date,age_band,has_valid_ssn
CUS_0x10ac,Zhouy,29.0,780-50-4730,Developer,2024-08-01,25-34,1
CUS_0x10c5,Moony,24.0,041-74-6785,NA,2024-08-01,18-24,1
CUS_0x1145,Blenkinsopr,24.0,426-31-9194,Teacher,2024-08-01,18-24,1
CUS_0x11ac,Liana B.v,26.0,835-92-7751,Journalist,2024-08-01,25-34,1
CUS_0x122c,Papadimasf,48.0,883-73-9594,Entrepreneur,2024-08-01,45-54,1
CUS_0x1274,Whited,,298-61-0480,Scientist,2024-08-01,55+,1
CUS_0x1288,Taylorq,34.0,609-85-2725,Doctor,2024-08-01,25-34,1
CUS_0x12cc,Lauren Tarat,30.0,761-36-5969,Developer,2024-08-01,25-34,1
CUS_0x1338,Olivia Orang,40.0,250-62-9181,NA,2024-08-01,35-44,1
CUS_0x1370,Rothackerb,32.0,710-06-0138,Writer,2024-08-01,25-34,1
CUS_0x1378,Alan Wheatleyx,15.0,674-69-0430,Mechanic,2024-08-01,18-24,1
CUS_0x139b,Chen Aizhuk,46.0,346-99-5140,Scientist,2024-08-01,45-54,1
CUS_0x13a9,Saprud,46.0,920-85-0637,Manager,2024-08-01,45-54,1
CUS_0x13ce,rax,52.0,396-50-4794,Manager,2024-08-01,45-54,1
CUS_0x147a,Chriss,20.0,947-32-0844,Writer,2024-08-01,18-24,1
CUS_0x1510,Slatert,27.0,847-73-6303,Doctor,2024-08-01,25-34,1
CUS_0x1572,Martin Pettys,39.0,031-16-3010,Engineer,2024-08-01,35-44,1
CUS_0x159b,Thatcheri,35.0,437-45-4869,Architect,2024-08-01,35-44,1
CUS_0x15f1,Peter Rudegeairj,33.0,097-15-4981,NA,2024-08-01,25-34,1
CUS_0x1621,Nickr,41.0,470-60-1304,Writer,2024-08-01,35-44,1
CUS_0x1638,Langeu,28.0,419-04-0207,Lawyer,2024-08-01,25-34,1
CUS_0x165b,Karolina Tagarist,23.0,639-95-8108,Mechanic,2024-08-01,18-24,1
CUS_0x1890,"""""""""""""""Johnt""""""",26.0,765-48-3540,Lawyer,2024-08-01,25-34,1
CUS_0x18f5,Motsoenengi,54.0,169-46-3515,Accountant,2024-08-01,45-54,1
CUS_0x1900,Strupczewskix,26.0,534-19-8100,Accountant,2024-08-01,25-34,1
CUS_0x1947,Casey Sullivans,56.0,715-00-9807,Engineer,2024-08-01,55+,1
