Customer_ID,Name,Age,SSN,Occupation,snapshot_date,age_band,has_valid_ssn
CUS_0x1087,Alistairy,51.0,620-14-7570,Doctor,2024-09-01,45-54,1
CUS_0x1138,Prodhanx,44.0,832-92-6672,Lawyer,2024-09-01,35-44,1
CUS_0x121b,Cheeu,42.0,162-52-8159,Architect,2024-09-01,35-44,1
CUS_0x1232,Lawderr,17.0,441-26-1297,Developer,2024-09-01,18-24,1
CUS_0x140e,Myles Neliganp,41.0,622-11-3102,Engineer,2024-09-01,35-44,1
CUS_0x1425,Eric Onstadq,34.0,502-31-6140,Teacher,2024-09-01,25-34,1
CUS_0x146a,Ryanu,35.0,473-27-3479,Architect,2024-09-01,35-44,1
CUS_0x14c2,Diane Bartzx,31.0,840-29-3626,Architect,2024-09-01,25-34,1
CUS_0x14f1,Viswanathag,30.0,#F%$D@*&8,Engineer,2024-09-01,25-34,0
CUS_0x14f6,Jarryj,,095-65-3687,Doctor,2024-09-01,55+,1
CUS_0x161b,Pavel Polityukq,38.0,451-95-0188,Manager,2024-09-01,35-44,1
CUS_0x165a,Margaret Chadbournw,36.0,863-16-0608,Architect,2024-09-01,35-44,1
CUS_0x1691,Ermanr,44.0,003-83-8192,Media_Manager,2024-09-01,35-44,1
CUS_0x16b6,Wongy,40.0,687-03-0707,Accountant,2024-09-01,35-44,1
CUS_0x16ee,Tom Berginw,48.0,538-37-5854,NA,2024-09-01,45-54,1
CUS_0x1750,Evar,37.0,270-38-6663,Teacher,2024-09-01,35-44,1
CUS_0x1768,ra Alpert,37.0,738-21-7582,Writer,2024-09-01,35-44,1
CUS_0x17fc,Andrea Shalal-Esac,26.0,833-42-2182,Entrepreneur,2024-09-01,25-34,1
CUS_0x1821,Piersonm,18.0,045-81-4729,Teacher,2024-09-01,18-24,1
CUS_0x1883,David Millikenw,41.0,#F%$D@*&8,Lawyer,2024-09-01,35-44,0
CUS_0x1884,Jens Hackg,15.0,829-82-5789,Accountant,2024-09-01,18-24,1
CUS_0x18a2,Lindan,23.0,060-44-9617,Developer,2024-09-01,18-24,1
CUS_0x19a9,Dhanya Skariachanh,28.0,923-50-7465,Engineer,2024-09-01,25-34,1
CUS_0x1a71,Billv,19.0,708-94-5712,Engineer,2024-09-01,18-24,1
CUS_0x1ad9,Robin Emmotto,22.0,625-37-5496,Journalist,2024-09-01,18-24,1
CUS_0x1b2a,Noel Rx,21.0,315-88-0518,Teacher,2024-09-01,18-24,1
CUS_0x1b3b,Greg Roumeliotisq,49.0,473-62-8692,Lawyer,2024-09-01,45-54,1
CUS_0x1bb6,Ablans,20.0,#F%$D@*&8,Entrepreneur,2024-09-01,18-24,0
CUS_0x1c7a,Clara Ferreira-Marquesx,32.0,324-22-8733,Mechanic,2024-09-01,25-34,1
CUS_0x1cd7,Suvashree Deyi,19.0,112-26-4626,NA,2024-09-01,18-24,1
CUS_0x1d13,Jany,23.0,132-53-5164,Musician,2024-09-01,18-24,1
CUS_0x1d2b,Clarke,32.0,115-92-9660,Accountant,2024-09-01,25-34,1
CUS_0x1d70,Slatere,21.0,655-19-8273,Media_Manager,2024-09-01,18-24,1
CUS_0x1d8d,Leahp,21.0,306-63-6042,NA,2024-09-01,18-24,1
CUS_0x1e98,Rodrigop,49.0,933-85-2688,Accountant,2024-09-01,45-54,1
CUS_0x1ebf,Sarah McBridep,50.0,803-57-9764,NA,2024-09-01,45-54,1
CUS_0x1eea,Madelinew,29.0,957-07-5513,NA,2024-09-01,25-34,1
CUS_0x1f4a,Langi Chiangy,25.0,741-62-1913,Mechanic,2024-09-01,25-34,1
CUS_0x211c,Viswanathap,22.0,859-11-2732,Writer,2024-09-01,18-24,1
CUS_0x21b1,Rick Rothackerj,28.0,004-07-5839,Teacher,2024-09-01,25-34,1
CUS_0x21c0,Krisztina Thans,54.0,385-18-5335,Media_Manager,2024-09-01,45-54,1
CUS_0x21df,Bartn,34.0,106-67-3007,NA,2024-09-01,25-34,1
CUS_0x2219,Lucas Shawq,40.0,453-62-6215,Architect,2024-09-01,35-44,1
CUS_0x22cf,Emily Flittero,35.0,693-76-8377,Journalist,2024-09-01,35-44,1
CUS_0x23b4,Baldwinu,35.0,255-74-3717,Developer,2024-09-01,35-44,1
CUS_0x2418,David Lawders,23.0,458-08-6224,Writer,2024-09-01,18-24,1
CUS_0x243e,Willsv,41.0,807-09-3439,Accountant,2024-09-01,35-44,1
CUS_0x2467,Koh Guij,20.0,772-51-2153,Media_Manager,2024-09-01,18-24,1
CUS_0x246d,Chris Wickhamw,23.0,680-78-0701,Media_Manager,2024-09-01,18-24,1
CUS_0x253a,Jasone,17.0,580-53-4920,Accountant,2024-09-01,18-24,1
CUS_0x2561,Farahj,32.0,433-00-9327,Doctor,2024-09-01,25-34,1
CUS_0x2568,Seetharamanc,27.0,550-12-0825,Musician,2024-09-01,25-34,1
CUS_0x25aa,Ilainaj,14.0,177-44-9176,Mechanic,2024-09-01,18-24,1
CUS_0x25e3,Hirschlerz,30.0,177-35-0873,Journalist,2024-09-01,25-34,1
CUS_0x25f7,Singha,28.0,627-53-3917,Teacher,2024-09-01,25-34,1
CUS_0x2625,Schnurrx,35.0,623-33-7162,NA,2024-09-01,35-44,1
CUS_0x268b,Andrea Shalal-Esag,28.0,647-38-6615,Scientist,2024-09-01,25-34,1
CUS_0x26d2,Ridleyp,47.0,321-93-4142,Architect,2024-09-01,45-54,1
CUS_0x270c,Yuej,34.0,218-40-1399,Architect,2024-09-01,25-34,1
CUS_0x278b,Lucia Mutikaniz,37.0,190-83-1891,Musician,2024-09-01,35-44,1
CUS_0x27fa,Tomt,47.0,544-49-9604,Manager,2024-09-01,45-54,1
CUS_0x2829,Alistair Barre,32.0,172-85-1573,Journalist,2024-09-01,25-34,1
CUS_0x28ef,Davidy,25.0,694-69-4113,Doctor,2024-09-01,25-34,1
CUS_0x298f,Jackie Rangem,53.0,069-50-9238,Accountant,2024-09-01,45-54,1
CUS_0x2996,Alister Bulld,53.0,575-10-2764,Mechanic,2024-09-01,45-54,1
CUS_0x29ac,Daniel Basesf,27.0,708-00-9497,Musician,2024-09-01,25-34,1
CUS_0x29b5,Ellenu,22.0,466-74-1374,Architect,2024-09-01,18-24,1
CUS_0x2a8e,Annc,23.0,137-38-5121,Mechanic,2024-09-01,18-24,1
CUS_0x2b00,Maushagenn,51.0,863-89-6228,Teacher,2024-09-01,45-54,1
CUS_0x2b1c,Abbottg,47.0,843-09-7358,Teacher,2024-09-01,45-54,1
CUS_0x2b57,Herbst-Baylissi,37.0,475-16-8677,Manager,2024-09-01,35-44,1
CUS_0x2b62,Rothackere,39.0,788-00-6739,Developer,2024-09-01,35-44,1
CUS_0x2c8d,Susanr,50.0,657-32-0636,Mechanic,2024-09-01,45-54,1
CUS_0x2ded,Lisa Baertleina,53.0,985-21-8683,Engineer,2024-09-01,45-54,1
CUS_0x2ee0,Oranz,26.0,372-70-7552,Media_Manager,2024-09-01,25-34,1
CUS_0x2eed,Richard Cowank,38.0,578-81-4278,Manager,2024-09-01,35-44,1
CUS_0x2efd,Stevel,20.0,637-80-3236,Writer,2024-09-01,18-24,1
