Customer_ID,Name,Age,SSN,Occupation,snapshot_date,age_band,has_valid_ssn
CUS_0x1056,Hornbyb,44.0,081-93-4350,Entrepreneur,2023-04-01,35-44,1
CUS_0x11fc,Dmitracovaa,30.0,092-20-3138,Lawyer,2023-04-01,25-34,1
CUS_0x1216,Robin Emmotti,19.0,256-37-5248,Engineer,2023-04-01,18-24,1
CUS_0x1285,Lauriay,43.0,540-18-1115,Architect,2023-04-01,35-44,1
CUS_0x12be,Matt Scuffhamv,34.0,157-93-9714,Engineer,2023-04-01,25-34,1
CUS_0x12c1,Michelek,48.0,902-44-7100,Manager,2023-04-01,45-54,1
CUS_0x130b,Nicolacib,31.0,049-83-9018,Writer,2023-04-01,25-34,1
CUS_0x141d,Joew,26.0,989-82-3003,Journalist,2023-04-01,25-34,1
CUS_0x1431,Lefteris Papadimasq,32.0,752-76-8063,Mechanic,2023-04-01,25-34,1
CUS_0x148b,Waltero,49.0,947-71-1861,Architect,2023-04-01,45-54,1
CUS_0x14b4,Ingramp,33.0,377-94-2974,Engineer,2023-04-01,25-34,1
CUS_0x14ff,Ishchenkox,,027-71-3979,Writer,2023-04-01,55+,1
CUS_0x1537,Michaele,40.0,540-88-5808,NA,2023-04-01,35-44,1
CUS_0x163c,Julien Toyera,32.0,534-12-7952,Media_Manager,2023-04-01,25-34,1
CUS_0x1746,Oliviae,27.0,064-20-9607,Media_Manager,2023-04-01,25-34,1
CUS_0x1755,Chees,19.0,728-09-1263,Accountant,2023-04-01,18-24,1
CUS_0x17d1,Niklas Pollardc,22.0,#F%$D@*&8,Architect,2023-04-01,18-24,0
CUS_0x1894,ernard Vaughanp,33.0,721-51-0373,Entrepreneur,2023-04-01,25-34,1
CUS_0x18b9,Dan Levinef,27.0,643-82-1615,Engineer,2023-04-01,25-34,1
CUS_0x1911,Timothyw,39.0,#F%$D@*&8,NA,2023-04-01,35-44,0
CUS_0x1924,Ross Kerberv,36.0,043-02-7839,Mechanic,2023-04-01,35-44,1
CUS_0x192f,Luciam,22.0,952-38-9618,NA,2023-04-01,18-24,1
CUS_0x197f,Aland,39.0,334-38-7121,Writer,2023-04-01,35-44,1
CUS_0x1a8d,Wohld,31.0,222-99-8137,Mechanic,2023-04-01,25-34,1
CUS_0x1b0f,Euanp,28.0,726-95-5073,Accountant,2023-04-01,25-34,1
CUS_0x1b56,Leika Kiharas,20.0,043-47-6622,Lawyer,2023-04-01,18-24,1
CUS_0x1b59,Alinay,19.0,491-45-7607,Media_Manager,2023-04-01,18-24,1
CUS_0x1be4,"""""""""""""""Silviaz""""""",23.0,226-81-3945,Mechanic,2023-04-01,18-24,1
CUS_0x1c5d,Christiaan Hetznerb,19.0,084-74-2355,Musician,2023-04-01,18-24,1
CUS_0x1cc0,Tom Milesf,27.0,957-41-7466,Media_Manager,2023-04-01,25-34,1
CUS_0x1cd1,Poornimao,45.0,949-93-6591,Engineer,2023-04-01,45-54,1
CUS_0x1d7a,Krishnanc,20.0,252-54-7548,Teacher,2023-04-01,18-24,1
CUS_0x1def,Foov,28.0,922-25-6106,Accountant,2023-04-01,25-34,1
CUS_0x1e48,Noah Barkinh,48.0,962-07-8770,Architect,2023-04-01,45-54,1
CUS_0x1e4d,Nicola Leskez,19.0,669-94-5422,Entrepreneur,2023-04-01,18-24,1
CUS_0x1e6b,Michaelc,26.0,299-96-0609,Manager,2023-04-01,25-34,1
CUS_0x1e9b,Taylorb,19.0,866-51-6415,Writer,2023-04-01,18-24,1
CUS_0x1e9e,Jonathan Stp,16.0,257-02-5840,Doctor,2023-04-01,18-24,1
CUS_0x1efc,Tomx,35.0,254-10-3672,Accountant,2023-04-01,35-44,1
CUS_0x1f9e,Joyce Leeo,49.0,192-60-6723,Manager,2023-04-01,45-54,1
CUS_0x2048,Dmitryo,40.0,212-55-0432,Developer,2023-04-01,35-44,1
CUS_0x207a,Foo Yunk,25.0,510-06-5848,Media_Manager,2023-04-01,25-34,1
CUS_0x2084,Ryanl,21.0,253-72-7758,Architect,2023-04-01,18-24,1
CUS_0x20fe,Calluse,37.0,820-01-3614,Developer,2023-04-01,35-44,1
CUS_0x2123,Rauchz,19.0,941-73-1564,Mechanic,2023-04-01,18-24,1
CUS_0x2126,Matt Scuffhamb,21.0,345-38-9104,Mechanic,2023-04-01,18-24,1
CUS_0x21a1,Jessica Toonkelg,18.0,452-67-4543,Mechanic,2023-04-01,18-24,1
CUS_0x21c3,Lynnz,,612-00-1960,Manager,2023-04-01,55+,1
CUS_0x2246,Michaell,18.0,869-97-4157,Media_Manager,2023-04-01,18-24,1
CUS_0x2255,Dolanf,29.0,692-78-0444,Developer,2023-04-01,25-34,1
CUS_0x2288,Berkrotr,24.0,092-68-5200,Teacher,2023-04-01,18-24,1
CUS_0x22a3,Nate Raymondj,38.0,477-90-5881,Doctor,2023-04-01,35-44,1
CUS_0x2317,Steve Slatery,17.0,996-30-8982,Mechanic,2023-04-01,18-24,1
CUS_0x233a,Hephery,39.0,077-98-9745,Manager,2023-04-01,35-44,1
CUS_0x265a,Piersonf,41.0,475-48-0414,Doctor,2023-04-01,35-44,1
CUS_0x271e,C.u,28.0,171-21-9582,Musician,2023-04-01,25-34,1
CUS_0x275a,Paulu,47.0,762-80-4374,Engineer,2023-04-01,45-54,1
CUS_0x2771,Woodallb,20.0,226-27-9498,Accountant,2023-04-01,18-24,1
CUS_0x279f,Aditya Suharmokoa,44.0,231-40-8875,Accountant,2023-04-01,35-44,1
CUS_0x27e8,Jeffsw,24.0,821-62-6142,Accountant,2023-04-01,18-24,1
CUS_0x299d,Carlyn Kolkera,16.0,794-47-1465,Accountant,2023-04-01,18-24,1
CUS_0x29dd,Nicola Leskez,28.0,781-37-9008,Media_Manager,2023-04-01,25-34,1
CUS_0x2a12,Halpina,21.0,087-87-0131,Scientist,2023-04-01,18-24,1
CUS_0x2a3a,Clarei,26.0,497-15-6884,NA,2023-04-01,25-34,1
CUS_0x2a77,Alexei Oreskovics,,622-39-0790,Mechanic,2023-04-01,55+,1
CUS_0x2acc,Sineadg,52.0,091-30-2808,Manager,2023-04-01,45-54,1
