Customer_ID,Name,Age,SSN,Occupation,snapshot_date,age_band,has_valid_ssn
CUS_0x1048,Janet McGurtyg,27.0,808-81-2470,Accountant,2024-02-01,25-34,1
CUS_0x10c0,Scheyderx,39.0,658-53-1756,Architect,2024-02-01,35-44,1
CUS_0x115c,Ryan Vlastelicar,20.0,956-28-3067,Engineer,2024-02-01,18-24,1
CUS_0x12b6,Slatere,18.0,652-60-9119,Writer,2024-02-01,18-24,1
CUS_0x12b8,Cheef,29.0,706-59-9144,Doctor,2024-02-01,25-34,1
CUS_0x12ef,Christiaans,43.0,912-09-9755,Mechanic,2024-02-01,35-44,1
CUS_0x134d,Woldep,43.0,640-44-8899,Media_Manager,2024-02-01,35-44,1
CUS_0x13c2,Menonv,40.0,090-98-4724,Teacher,2024-02-01,35-44,1
CUS_0x1414,Chatterjeeo,46.0,960-30-9698,Journalist,2024-02-01,45-54,1
CUS_0x1470,Jatindrax,24.0,541-60-3931,Accountant,2024-02-01,18-24,1
CUS_0x15cc,Anna Yukhananova,25.0,009-20-6501,Manager,2024-02-01,25-34,1
CUS_0x15da,Lynch Emilyy,24.0,283-09-7565,Doctor,2024-02-01,18-24,1
CUS_0x15f7,Dhanyal,19.0,#F%$D@*&8,Engineer,2024-02-01,18-24,0
CUS_0x1739,Miyoung Kima,42.0,569-88-9911,Scientist,2024-02-01,35-44,1
CUS_0x178b,Days,45.0,543-67-7876,Developer,2024-02-01,45-54,1
CUS_0x17ec,Billz,39.0,853-62-7450,Architect,2024-02-01,35-44,1
CUS_0x18f4,Lee Chyena,23.0,123-85-8897,Teacher,2024-02-01,18-24,1
CUS_0x1914,Noriyuki Hiratar,23.0,885-45-5921,Lawyer,2024-02-01,18-24,1
CUS_0x1935,Andreac,44.0,306-45-4223,Media_Manager,2024-02-01,35-44,1
CUS_0x194b,Liza Dobkinan,29.0,661-41-7229,Engineer,2024-02-01,25-34,1
CUS_0x19fc,Spicerf,31.0,502-11-8830,Teacher,2024-02-01,25-34,1
CUS_0x1b3a,Jonesg,45.0,286-54-9844,Architect,2024-02-01,45-54,1
CUS_0x1bb0,Alpera,48.0,415-44-1369,Entrepreneur,2024-02-01,45-54,1
CUS_0x1bbf,Alexei Oreskovicj,20.0,889-53-4520,Media_Manager,2024-02-01,18-24,1
CUS_0x1bef,Hopkinse,51.0,160-43-6314,Doctor,2024-02-01,45-54,1
CUS_0x1c24,Narayanan Somasundaramy,27.0,931-29-3452,Manager,2024-02-01,25-34,1
CUS_0x1c31,Siebelti,25.0,737-71-8641,Musician,2024-02-01,25-34,1
CUS_0x1d3d,Martins,52.0,#F%$D@*&8,Doctor,2024-02-01,45-54,0
CUS_0x1e50,Stephenw,29.0,812-89-6100,Lawyer,2024-02-01,25-34,1
CUS_0x1ef9,illu,45.0,008-77-4539,Musician,2024-02-01,45-54,1
CUS_0x1f4f,Rr,20.0,343-35-6258,Lawyer,2024-02-01,18-24,1
CUS_0x1f91,Lefterisa,45.0,376-15-3251,Entrepreneur,2024-02-01,45-54,1
