Customer_ID,Name,Age,SSN,Occupation,snapshot_date,age_band,has_valid_ssn
CUS_0x10aa,Carey Gillama,20.0,101-00-4424,Musician,2023-02-01,18-24,1
CUS_0x113e,Ransdell Piersono,45.0,542-14-0249,Manager,2023-02-01,45-54,1
CUS_0x1140,Jennifer Sabal,31.0,141-17-2233,Accountant,2023-02-01,25-34,1
CUS_0x1155,Wohld,41.0,189-76-0870,Developer,2023-02-01,35-44,1
CUS_0x1252,Irene Preisingera,28.0,938-09-5300,Entrepreneur,2023-02-01,25-34,1
CUS_0x129b,N.w,24.0,#F%$D@*&8,Entrepreneur,2023-02-01,18-24,0
CUS_0x12a6,Natem,25.0,191-09-1571,Manager,2023-02-01,25-34,1
CUS_0x135c,Brownc,41.0,594-39-3524,NA,2023-02-01,35-44,1
CUS_0x1452,Sarah Whited,41.0,976-05-6851,Architect,2023-02-01,35-44,1
CUS_0x14d5,Kirstinz,37.0,476-48-0347,Engineer,2023-02-01,35-44,1
CUS_0x15b7,Anna Driverc,37.0,#F%$D@*&8,Engineer,2023-02-01,35-44,0
CUS_0x160a,Fergus Jenseny,27.0,262-33-6347,NA,2023-02-01,25-34,1
CUS_0x164a,Alistairj,41.0,580-12-6259,Entrepreneur,2023-02-01,35-44,1
CUS_0x16a4,Sakari Suoninenr,36.0,550-63-8553,Architect,2023-02-01,35-44,1
CUS_0x17bb,Aarony,39.0,691-17-1432,Architect,2023-02-01,35-44,1
CUS_0x185e,Henry Foya,47.0,410-17-8287,Lawyer,2023-02-01,45-54,1
CUS_0x1881,Alisterh,36.0,580-26-8686,Entrepreneur,2023-02-01,35-44,1
CUS_0x1899,Pineaun,43.0,694-91-8333,Writer,2023-02-01,35-44,1
CUS_0x18ac,Liana B.g,39.0,749-91-6133,Scientist,2023-02-01,35-44,1
CUS_0x18d7,Smithy,15.0,761-38-3436,Scientist,2023-02-01,18-24,1
CUS_0x1902,Melindai,43.0,346-08-4265,Lawyer,2023-02-01,35-44,1
CUS_0x191b,Yunx,55.0,842-62-4462,Accountant,2023-02-01,55+,1
CUS_0x1934,Sophieh,42.0,170-20-9873,Entrepreneur,2023-02-01,35-44,1
CUS_0x1993,Tim Hepherj,19.0,225-64-5116,Teacher,2023-02-01,18-24,1
CUS_0x19a8,Victoriav,,738-50-7769,Musician,2023-02-01,55+,1
CUS_0x1a18,Yoko Kubotaw,17.0,800-90-7191,Lawyer,2023-02-01,18-24,1
CUS_0x1b9a,Leika Kiharaq,20.0,195-20-9615,NA,2023-02-01,18-24,1
CUS_0x1c47,Lu Jianxinh,24.0,239-32-4017,Mechanic,2023-02-01,18-24,1
CUS_0x1c61,t Astridn,25.0,055-60-0860,Entrepreneur,2023-02-01,25-34,1
CUS_0x1dbd,Steve Slaterm,22.0,699-27-2330,Developer,2023-02-01,18-24,1
CUS_0x1de6,Moonr,14.0,024-88-0191,NA,2023-02-01,18-24,1
CUS_0x1e5e,Sophie Sassardi,34.0,464-14-7094,Engineer,2023-02-01,25-34,1
CUS_0x1ef7,Paritoshm,32.0,#F%$D@*&8,Engineer,2023-02-01,25-34,0
CUS_0x1eff,Anjuli Daviesq,29.0,788-07-1050,Developer,2023-02-01,25-34,1
CUS_0x1f3d,Sonya Dowsettv,23.0,744-22-1964,Teacher,2023-02-01,18-24,1
CUS_0x204a,Katyak,14.0,206-58-3439,Writer,2023-02-01,18-24,1
CUS_0x2108,Tim McLaughlinr,32.0,223-81-4626,Musician,2023-02-01,25-34,1
CUS_0x2168,Robinh,29.0,113-94-0469,Mechanic,2023-02-01,25-34,1
CUS_0x2171,Mark Felsenthalr,26.0,704-85-3416,Journalist,2023-02-01,25-34,1
CUS_0x2174,Wohlg,36.0,061-24-0681,Manager,2023-02-01,35-44,1
CUS_0x21b6,Kyleb,49.0,838-36-2359,Developer,2023-02-01,45-54,1
CUS_0x2216,Novaku,24.0,248-06-6300,Mechanic,2023-02-01,18-24,1
CUS_0x2218,Dash,35.0,984-57-8939,Architect,2023-02-01,35-44,1
CUS_0x227e,Patrick Temple-Westu,21.0,529-79-5221,Teacher,2023-02-01,18-24,1
CUS_0x229f,all Davidt,45.0,547-53-2472,Scientist,2023-02-01,45-54,1
CUS_0x22bc,Tom Berginn,20.0,588-02-4459,Manager,2023-02-01,18-24,1
CUS_0x2344,Reddallj,16.0,709-46-6663,Doctor,2023-02-01,18-24,1
CUS_0x2363,Jonathanm,23.0,380-39-9684,Mechanic,2023-02-01,18-24,1
CUS_0x236b,Martinneo,25.0,575-63-7039,Manager,2023-02-01,25-34,1
CUS_0x23c5,Sarah McBrideo,22.0,435-97-7668,Entrepreneur,2023-02-01,18-24,1
CUS_0x24b2,Pedro Nicolacin,45.0,944-04-5625,Architect,2023-02-01,45-54,1
CUS_0x24d7,McCooll,34.0,894-86-2765,Developer,2023-02-01,25-34,1
CUS_0x25d8,Tim Hephero,49.0,373-55-7769,Architect,2023-02-01,45-54,1
CUS_0x2602,John McCrankq,28.0,#F%$D@*&8,NA,2023-02-01,25-34,0
CUS_0x2694,Ried,17.0,708-87-0866,Lawyer,2023-02-01,18-24,1
CUS_0x269b,Miguel Gutierrezg,43.0,615-23-3582,Teacher,2023-02-01,35-44,1
CUS_0x269f,Jessica Toonkelo,35.0,890-67-9419,Writer,2023-02-01,35-44,1
CUS_0x26e3,Giuseppe Fonteq,27.0,004-13-8448,Architect,2023-02-01,25-34,1
CUS_0x26f8,Luciana Lopezi,26.0,745-83-5485,Engineer,2023-02-01,25-34,1
CUS_0x2742,Rosenbergm,23.0,432-37-0614,Writer,2023-02-01,18-24,1
CUS_0x27ae,Manoj Kumarl,38.0,641-84-8745,Doctor,2023-02-01,35-44,1
CUS_0x284f,Emily Stephensonr,25.0,413-63-3434,Teacher,2023-02-01,25-34,1
CUS_0x287f,Angela Moono,33.0,823-87-2119,Engineer,2023-02-01,25-34,1
CUS_0x2951,Gregi,27.0,598-57-4270,Entrepreneur,2023-02-01,25-34,1
CUS_0x2985,Spicerl,47.0,637-15-6300,Journalist,2023-02-01,45-54,1
CUS_0x2a79,Sineadm,34.0,888-64-2878,Doctor,2023-02-01,25-34,1
CUS_0x2b3c,Lucia Mutikanim,47.0,#F%$D@*&8,Accountant,2023-02-01,45-54,0
CUS_0x2bc8,Patrick Vignalf,27.0,851-73-1122,Architect,2023-02-01,25-34,1
CUS_0x2bc9,Nateb,43.0,073-13-5403,Engineer,2023-02-01,35-44,1
CUS_0x2bcb,ernardg,34.0,626-62-1606,Journalist,2023-02-01,25-34,1
CUS_0x2bfb,ernieh,24.0,627-00-9103,Engineer,2023-02-01,18-24,1
CUS_0x2cad,Richard Leongw,45.0,304-15-3108,Entrepreneur,2023-02-01,45-54,1
CUS_0x2cc2,Miyoung Kime,29.0,235-51-5174,Writer,2023-02-01,25-34,1
CUS_0x2d1e,Williamsw,27.0,613-01-1107,Engineer,2023-02-01,25-34,1
CUS_0x2dbf,Abhishek Vishnoiw,52.0,370-51-2390,Musician,2023-02-01,45-54,1
CUS_0x2dc0,Maria,37.0,610-55-7038,Accountant,2023-02-01,35-44,1
