Customer_ID,Name,Age,SSN,Occupation,snapshot_date,age_band,has_valid_ssn
CUS_0x1009,Arunah,26.0,063-67-6938,Mechanic,2025-01-01,25-34,1
CUS_0x1098,Krudyz,23.0,466-10-5742,NA,2025-01-01,18-24,1
CUS_0x109f,Vellacottj,41.0,283-32-0255,Teacher,2025-01-01,35-44,1
CUS_0x10b6,Gillesw,49.0,439-76-5364,Journalist,2025-01-01,45-54,1
CUS_0x10e2,Sonalio,37.0,168-78-3262,Media_Manager,2025-01-01,35-44,1
CUS_0x114b,Hephero,37.0,978-19-7269,Entrepreneur,2025-01-01,35-44,1
CUS_0x11b7,Cremern,28.0,440-53-1294,Teacher,2025-01-01,25-34,1
CUS_0x11c1,Mark Felsenthalk,34.0,688-99-5258,Engineer,2025-01-01,25-34,1
CUS_0x11d9,Annika Breidthardtd,42.0,548-26-8600,Scientist,2025-01-01,35-44,1
CUS_0x120d,Martinx,27.0,477-68-6707,Lawyer,2025-01-01,25-34,1
CUS_0x1258,Flynng,50.0,673-09-0668,Entrepreneur,2025-01-01,45-54,1
CUS_0x130c,Douwe Miedemaq,43.0,187-00-5211,Engineer,2025-01-01,35-44,1
CUS_0x133d,Taigai,21.0,#F%$D@*&8,Musician,2025-01-01,18-24,0
CUS_0x133f,ernie Woodallm,30.0,630-81-5640,Manager,2025-01-01,25-34,1
CUS_0x13e4,Edward Krudyl,,652-14-9122,Doctor,2025-01-01,55+,1
CUS_0x1463,Rachnae,50.0,239-41-8144,Media_Manager,2025-01-01,45-54,1
CUS_0x1499,Guptaj,50.0,440-22-8350,Engineer,2025-01-01,45-54,1
CUS_0x15c5,Jensent,39.0,680-70-8654,Doctor,2025-01-01,35-44,1
CUS_0x165f,Robertw,37.0,962-16-3321,Writer,2025-01-01,35-44,1
CUS_0x1697,Pauls,42.0,044-06-1094,Musician,2025-01-01,35-44,1
CUS_0x16ae,Pascalz,40.0,567-87-6871,Musician,2025-01-01,35-44,1
CUS_0x1705,Sruthiy,47.0,176-22-5639,Media_Manager,2025-01-01,45-54,1
CUS_0x1806,Vorobyovai,56.0,167-18-8944,Manager,2025-01-01,55+,1
CUS_0x18b5,Caroline Valetkevitcht,45.0,732-18-5419,Developer,2025-01-01,45-54,1
CUS_0x18be,Maloneb,37.0,484-89-8097,Engineer,2025-01-01,35-44,1
CUS_0x19a3,Rigbyl,41.0,719-96-4265,Lawyer,2025-01-01,35-44,1
CUS_0x1a23,Paige Gancec,51.0,092-81-2077,Lawyer,2025-01-01,45-54,1
CUS_0x1a86,Matthewh,33.0,835-36-1985,Entrepreneur,2025-01-01,25-34,1
CUS_0x1be1,Sineadl,15.0,273-37-7817,Manager,2025-01-01,18-24,1
CUS_0x1c59,Dayz,42.0,277-13-7658,Doctor,2025-01-01,35-44,1
CUS_0x1cbd,Yeem,25.0,982-51-6725,NA,2025-01-01,25-34,1
CUS_0x1cbe,Daniloq,25.0,714-48-4921,Entrepreneur,2025-01-01,25-34,1
CUS_0x1ccd,Andreat,32.0,808-03-9422,NA,2025-01-01,25-34,1
