Customer_ID,Name,Age,SSN,Occupation,snapshot_date,age_band,has_valid_ssn
CUS_0x1057,David Sheppardv,46.0,741-07-3912,Writer,2023-09-01,45-54,1
CUS_0x1169,Janeman Latulb,34.0,352-87-0792,Lawyer,2023-09-01,25-34,1
CUS_0x117d,Evat,24.0,812-62-8349,Media_Manager,2023-09-01,18-24,1
CUS_0x1182,Conor Humphriesk,24.0,117-62-4809,Musician,2023-09-01,18-24,1
CUS_0x11c6,Andreaj,49.0,170-12-4663,Manager,2023-09-01,45-54,1
CUS_0x1246,Vaughanl,33.0,609-30-7406,Entrepreneur,2023-09-01,25-34,1
CUS_0x12bf,Tarar,51.0,235-33-4203,Entrepreneur,2023-09-01,45-54,1
CUS_0x12ec,Guptax,42.0,836-23-7353,Scientist,2023-09-01,35-44,1
CUS_0x1330,Soyoung Kimc,33.0,#F%$D@*&8,Media_Manager,2023-09-01,25-34,0
CUS_0x141c,Singh Rossy,43.0,862-01-8685,Manager,2023-09-01,35-44,1
CUS_0x1430,Chiango,30.0,945-49-4517,Doctor,2023-09-01,25-34,1
CUS_0x14d1,Matthewx,28.0,166-12-0556,Journalist,2023-09-01,25-34,1
CUS_0x14de,Ormsbya,22.0,656-31-0155,Manager,2023-09-01,18-24,1
CUS_0x14e5,Michael Flahertym,29.0,836-69-3439,Doctor,2023-09-01,25-34,1
CUS_0x1619,Phil Wahbao,54.0,683-59-7399,Media_Manager,2023-09-01,45-54,1
CUS_0x1666,Luciaj,50.0,834-78-2099,Engineer,2023-09-01,45-54,1
CUS_0x16f8,Nate Raymondz,25.0,107-46-5762,Architect,2023-09-01,25-34,1
CUS_0x180a,Nickk,45.0,356-18-9501,Media_Manager,2023-09-01,45-54,1
CUS_0x18e2,Iyerw,23.0,215-30-2338,Architect,2023-09-01,18-24,1
CUS_0x1938,Ian Chuar,24.0,059-09-5779,NA,2023-09-01,18-24,1
CUS_0x1abc,Ingramk,35.0,747-88-3394,Journalist,2023-09-01,35-44,1
CUS_0x1be2,Michelley,20.0,241-28-1551,Architect,2023-09-01,18-24,1
CUS_0x1c70,Carolinel,44.0,149-05-1316,Scientist,2023-09-01,35-44,1
CUS_0x1c89,Tanyab,17.0,794-52-2242,Writer,2023-09-01,18-24,1
CUS_0x1ccf,Nick Brownz,28.0,450-49-4774,Teacher,2023-09-01,25-34,1
CUS_0x1d56,Laurenti,31.0,200-30-0736,Media_Manager,2023-09-01,25-34,1
CUS_0x1d64,Estellet,27.0,589-05-3779,Teacher,2023-09-01,25-34,1
CUS_0x1d86,Rothackerw,25.0,370-67-4741,Developer,2023-09-01,25-34,1
CUS_0x1e46,Rachelle Younglaio,49.0,316-05-0824,Writer,2023-09-01,45-54,1
CUS_0x1f2c,Ryan Vlastelicah,27.0,846-10-4542,Media_Manager,2023-09-01,25-34,1
CUS_0x1f60,Stephen Aldredi,34.0,526-97-2287,Engineer,2023-09-01,25-34,1
CUS_0x1fa0,Jim Christieg,28.0,765-58-3710,Lawyer,2023-09-01,25-34,1
