Customer_ID,Name,Age,SSN,Occupation,snapshot_date,age_band,has_valid_ssn
CUS_0x1013,Cameront,44.0,930-49-9615,Mechanic,2023-12-01,35-44,1
CUS_0x104a,Leahk,37.0,#F%$D@*&8,Mechanic,2023-12-01,35-44,0
CUS_0x1063,Sylvia Westallq,20.0,883-38-8680,Architect,2023-12-01,18-24,1
CUS_0x10d7,Sinead Carewm,39.0,289-56-9714,Developer,2023-12-01,35-44,1
CUS_0x10fd,Hendersonu,29.0,119-33-7350,Developer,2023-12-01,25-34,1
CUS_0x1139,Copleyp,32.0,952-67-5462,Scientist,2023-12-01,25-34,1
CUS_0x1207,Wheatleym,34.0,365-76-1037,Developer,2023-12-01,25-34,1
CUS_0x1250,Denny Thomasx,28.0,#F%$D@*&8,Developer,2023-12-01,25-34,0
CUS_0x12f2,Luke Bakeri,25.0,006-09-7131,Writer,2023-12-01,25-34,1
CUS_0x1348,Sudip Kar-Guptaq,43.0,#F%$D@*&8,Lawyer,2023-12-01,35-44,0
CUS_0x1355,Clement Tana,30.0,858-73-0131,Entrepreneur,2023-12-01,25-34,1
CUS_0x138b,ernie Woodallh,42.0,307-80-8496,Engineer,2023-12-01,35-44,1
CUS_0x13db,Natalieq,24.0,223-95-2140,Engineer,2023-12-01,18-24,1
CUS_0x13e3,Sakthi Prasadb,55.0,437-66-3296,Musician,2023-12-01,55+,1
CUS_0x1439,Andreah,23.0,861-71-4122,NA,2023-12-01,18-24,1
CUS_0x1441,Clarky,22.0,150-43-9697,Journalist,2023-12-01,18-24,1
CUS_0x1488,Kirstiny,39.0,856-92-9467,Entrepreneur,2023-12-01,35-44,1
CUS_0x14d3,enl,32.0,219-57-6916,Teacher,2023-12-01,25-34,1
CUS_0x16a6,Schnurrz,26.0,#F%$D@*&8,NA,2023-12-01,25-34,0
CUS_0x17d3,Stempelu,29.0,436-40-1442,Architect,2023-12-01,25-34,1
CUS_0x187e,Tomx,28.0,229-21-4534,Entrepreneur,2023-12-01,25-34,1
CUS_0x189e,Pj,28.0,129-46-1641,Teacher,2023-12-01,25-34,1
CUS_0x1915,Cremere,45.0,970-73-1799,Writer,2023-12-01,45-54,1
CUS_0x1916,Dhanyax,32.0,017-14-5611,Developer,2023-12-01,25-34,1
CUS_0x1956,Shalal-Esay,35.0,467-02-8044,Doctor,2023-12-01,35-44,1
CUS_0x1971,Jonathanl,34.0,359-13-5762,Manager,2023-12-01,25-34,1
CUS_0x1a4d,Adegokei,25.0,056-47-9727,Accountant,2023-12-01,25-34,1
CUS_0x1a59,Karl Plumeu,19.0,531-57-4050,Journalist,2023-12-01,18-24,1
CUS_0x1af1,Susant,43.0,650-81-9563,Lawyer,2023-12-01,35-44,1
CUS_0x1b29,Helenb,30.0,634-57-5757,Media_Manager,2023-12-01,25-34,1
CUS_0x1cab,Andreas Cremern,39.0,426-83-2491,Lawyer,2023-12-01,35-44,1
CUS_0x1cee,Greg Roumeliotisr,55.0,541-87-1826,Teacher,2023-12-01,55+,1
CUS_0x1cfd,Ann Saphirx,36.0,351-21-1003,Scientist,2023-12-01,35-44,1
CUS_0x1dda,Soyoung Kimd,27.0,#F%$D@*&8,Mechanic,2023-12-01,25-34,0
CUS_0x1de5,ann,20.0,269-18-2158,Accountant,2023-12-01,18-24,1
CUS_0x1e3e,Chuckk,33.0,474-45-9244,Musician,2023-12-01,25-34,1
CUS_0x1e87,Shirbonu,25.0,988-83-0517,Lawyer,2023-12-01,25-34,1
CUS_0x1e8c,Olivia Orana,18.0,571-81-7251,Engineer,2023-12-01,18-24,1
CUS_0x1e9c,Berkowitzo,17.0,810-61-0368,Engineer,2023-12-01,18-24,1
CUS_0x1ed3,Sinead Carewp,23.0,988-10-7390,Engineer,2023-12-01,18-24,1
CUS_0x1f88,Lewis Krauskopfo,43.0,#F%$D@*&8,Manager,2023-12-01,35-44,0
CUS_0x1fae,Tomy,40.0,747-51-4832,Developer,2023-12-01,35-44,1
CUS_0x1ffb,Tony Munroey,33.0,354-51-3405,Mechanic,2023-12-01,25-34,1
CUS_0x2000,Kwokw,25.0,159-91-7430,NA,2023-12-01,25-34,1
CUS_0x20f8,Toonkelw,30.0,252-54-0732,NA,2023-12-01,25-34,1
CUS_0x2142,Gerry Shihf,36.0,571-04-7703,Mechanic,2023-12-01,35-44,1
CUS_0x219b,Davidc,41.0,040-12-6776,Accountant,2023-12-01,35-44,1
CUS_0x21ce,Frazierp,51.0,#F%$D@*&8,Developer,2023-12-01,45-54,0
CUS_0x21f9,Grallal,38.0,339-93-8648,Accountant,2023-12-01,35-44,1
CUS_0x2314,Axr,23.0,052-13-2800,Writer,2023-12-01,18-24,1
CUS_0x2378,Joej,55.0,108-16-4074,Teacher,2023-12-01,55+,1
CUS_0x2390,Doeringh,21.0,020-36-4985,Musician,2023-12-01,18-24,1
CUS_0x242a,Abocarm,40.0,662-87-9463,Entrepreneur,2023-12-01,35-44,1
CUS_0x2451,Suzanne Barlyne,27.0,#F%$D@*&8,Teacher,2023-12-01,25-34,0
CUS_0x24f9,Aruna Viswanathak,31.0,323-09-1618,Manager,2023-12-01,25-34,1
CUS_0x2526,Marques Janemand,17.0,504-86-6575,Teacher,2023-12-01,18-24,1
CUS_0x2541,Huw Jonesc,27.0,842-08-3305,NA,2023-12-01,25-34,1
CUS_0x257e,Roumeliotist,23.0,049-11-7552,Musician,2023-12-01,18-24,1
CUS_0x25c0,Leelap,16.0,942-65-9443,Architect,2023-12-01,18-24,1
CUS_0x25fd,Nicola Leskey,52.0,691-50-0205,Scientist,2023-12-01,45-54,1
CUS_0x261d,Kirstin Ridleyg,17.0,897-84-1025,Architect,2023-12-01,18-24,1
CUS_0x2659,YueYangz,18.0,511-59-6589,Journalist,2023-12-01,18-24,1
CUS_0x269d,Lukef,39.0,415-10-2620,Media_Manager,2023-12-01,35-44,1
CUS_0x26a5,Emilyh,24.0,335-81-7203,Lawyer,2023-12-01,18-24,1
CUS_0x26c6,Barte,29.0,446-03-5622,Architect,2023-12-01,25-34,1
CUS_0x279c,Mattn,19.0,030-99-3660,Media_Manager,2023-12-01,18-24,1
CUS_0x27e2,illq,36.0,470-60-5606,Mechanic,2023-12-01,35-44,1
CUS_0x286a,Andrea Shalal-Esal,17.0,#F%$D@*&8,Accountant,2023-12-01,18-24,0
